lv_HTGL3,ygrid_0,xgrid_0,UGRD_P0_L103_GLC0,VGRD_P0_L103_GLC0,gridlat_0,gridlon_0,station,org_lat,org_lon,speed,dir
10.0,112,344,-3.2535486,2.6426294,29.784472,-95.33457,twdb159,29.784,-95.336,9.376240027084352,129.0845489501953
10.0,112,345,-3.4135485,2.5826294,29.784689,-95.208694,twdb160,29.784,-95.21,9.575119125947953,127.11050415039062
10.0,112,346,-3.1535485,2.9126294,29.784807,-95.082825,twdb161,29.784,-95.084,9.60277431898117,132.72569274902344
10.0,112,347,-2.6135485,3.3626294,29.784822,-94.95695,twdb162,29.784,-94.958,9.526820937166214,142.1444549560547
10.0,112,348,-1.9535486,3.6926293,29.784739,-94.83108,twdb163,29.784,-94.832,9.344912337055208,152.119384765625
10.0,112,349,-1.6235485,4.062629,29.784552,-94.7052,twdb164,29.784,-94.706,9.786674366054536,158.21688079833984
10.0,112,350,-1.6535486,4.5026293,29.784262,-94.57933,twdb165,29.784,-94.581,10.729827700719834,159.834716796875
10.0,111,338,-1.4535486,4.3226295,29.671776,-96.088776,twdb166,29.671,-96.09,10.201507594833375,161.4140167236328
10.0,111,339,-1.3635485,4.2726293,29.672604,-95.96303,twdb167,29.672,-95.964,10.032526866807938,162.30026245117188
10.0,111,340,-1.3935486,4.0226293,29.673328,-95.83727,twdb168,29.673,-95.839,9.52304070790291,160.89252471923828
10.0,111,341,-1.7035486,3.6626294,29.673952,-95.711525,twdb169,29.674,-95.713,9.035945794115067,155.0561065673828
10.0,111,342,-2.1635485,3.3126292,29.674475,-95.58577,twdb170,29.674,-95.587,8.850612161226273,146.85060119628906
10.0,111,343,-2.6235485,3.0026293,29.674896,-95.460014,twdb171,29.674,-95.461,8.919414680461884,138.8546600341797
10.0,111,344,-3.0935485,2.7826293,29.675217,-95.33426,twdb172,29.675,-95.336,9.307678572130204,131.97120666503906
10.0,111,345,-3.5035486,2.8126292,29.675436,-95.2085,twdb173,29.675,-95.21,10.050244024839403,128.75730895996094
10.0,111,346,-3.4535484,3.2126293,29.675552,-95.08275,twdb174,29.675,-95.084,10.551146802005768,132.9302215576172
10.0,111,347,-2.8435485,3.6826293,29.67557,-94.95699,twdb175,29.675,-94.958,10.407789287118913,142.32642364501953
10.0,111,348,-2.0935485,3.9826293,29.675484,-94.83123,twdb176,29.675,-94.832,10.064808147401811,152.27045440673828
10.0,111,349,-1.6635486,4.182629,29.675297,-94.705475,twdb177,29.675,-94.707,10.06915690437317,158.31090545654297
10.0,111,350,-1.6135485,4.432629,29.675009,-94.57972,twdb178,29.675,-94.581,10.552037459859848,159.99768829345703
10.0,111,351,-1.7135485,4.682629,29.67462,-94.453964,twdb179,29.674,-94.455,11.154070969724655,159.90054321289062
10.0,110,337,-1.7935486,3.7926292,29.56158,-96.2134,twdb180,29.561,-96.215,9.384716743211747,154.69037628173828
10.0,110,338,-1.7035486,3.7726293,29.562508,-96.08777,twdb181,29.562,-96.089,9.259637447471619,155.69822692871094
10.0,110,339,-1.6635486,3.6926293,29.563334,-95.962135,twdb182,29.563,-95.963,9.059718358898163,155.74819946289062
10.0,110,340,-1.6335485,3.5626292,29.564058,-95.8365,twdb183,29.564,-95.838,8.767208719792366,155.36743927001953
10.0,110,341,-1.8335485,3.3926294,29.564682,-95.71086,twdb184,29.564,-95.712,8.626539178309441,151.61096954345703
10.0,110,342,-2.2335486,3.2126293,29.565205,-95.58523,twdb185,29.565,-95.586,8.75261953081131,145.1914291381836
10.0,110,343,-2.5935485,3.0326293,29.565626,-95.45959,twdb186,29.565,-95.461,8.926297279028892,139.46246337890625
10.0,110,344,-2.9735484,2.9326293,29.565947,-95.33395,twdb187,29.566,-95.335,9.342353429040909,134.60305786132812
10.0,110,345,-3.4535484,2.9826293,29.566164,-95.20831,twdb188,29.566,-95.21,10.207672867164613,130.81527709960938
10.0,110,346,-3.5135486,3.3226292,29.566282,-95.08267,twdb189,29.566,-95.084,10.817377767791749,133.40028381347656
10.0,110,347,-2.9735484,3.9426293,29.566298,-94.95703,twdb190,29.566,-94.958,11.046570166721345,142.97624969482422
10.0,110,348,-2.2935486,4.412629,29.566212,-94.83139,twdb191,29.566,-94.833,11.12451179553032,152.53599548339844
10.0,110,349,-1.8035486,4.5426292,29.566027,-94.70575,twdb192,29.566,-94.707,10.933184621944429,158.34557342529297
10.0,110,350,-1.5735486,4.5926294,29.565739,-94.58011,twdb193,29.565,-94.581,10.859715482215883,161.0872802734375
10.0,110,351,-1.5535486,4.7126293,29.56535,-94.454475,twdb194,29.565,-94.456,11.099909372291565,161.75487518310547
10.0,110,352,-1.6635486,4.892629,29.56486,-94.328835,twdb195,29.564,-94.33,11.559854688043595,161.22140502929688
10.0,109,337,-1.8335485,3.3326292,29.452295,-96.21227,twdb196,29.452,-96.214,8.508703010902405,151.1812744140625
10.0,109,338,-1.7735486,3.3426294,29.453222,-96.08676,twdb197,29.453,-96.088,8.464578114161492,152.05026245117188
10.0,109,339,-1.8335485,3.3226292,29.454048,-95.96124,twdb198,29.454,-95.963,8.489110671424866,151.10848999023438
10.0,109,340,-1.8735485,3.2526293,29.454773,-95.835724,twdb199,29.454,-95.837,8.396658252859115,150.05762481689453
10.0,109,341,-1.9835485,3.1526294,29.455395,-95.710205,twdb200,29.455,-95.711,8.331974092874528,147.82302856445312
10.0,109,342,-2.2535486,3.0826294,29.455917,-95.58469,twdb201,29.455,-95.586,8.541797083454133,143.83142852783203
10.0,109,343,-2.5835485,3.0726292,29.456339,-95.45916,twdb202,29.456,-95.46,8.980074346933366,139.94198608398438
10.0,109,344,-2.8235486,3.1826293,29.456657,-95.33364,twdb203,29.456,-95.335,9.517267965021134,138.42137145996094
10.0,109,345,-2.9635484,3.2526293,29.456877,-95.208115,twdb204,29.456,-95.209,9.843099407758713,137.66261291503906
10.0,109,346,-2.9535484,3.5526292,29.456993,-95.082596,twdb205,29.457,-95.084,10.33471694346428,140.26089477539062
10.0,109,347,-2.6235485,4.3226295,29.45701,-94.95707,twdb206,29.457,-94.958,11.311074216260911,148.74504852294922
10.0,109,348,-2.1935484,4.9626293,29.456924,-94.83154,twdb207,29.456,-94.833,12.137197242212297,156.15393829345703
10.0,109,349,-1.8335485,5.062629,29.456738,-94.706024,twdb208,29.456,-94.707,12.044653091220857,160.09098052978516
10.0,109,350,-1.5935485,4.9626293,29.45645,-94.5805,twdb209,29.456,-94.582,11.659390769853593,162.1976776123047
10.0,109,352,-1.5335486,5.0326295,29.455572,-94.32945,twdb210,29.455,-94.331,11.768756087741853,163.05292510986328
10.0,109,353,-1.7035486,5.0126295,29.45498,-94.20393,twdb211,29.455,-94.205,11.842803355083467,161.2296142578125
10.0,108,337,-1.8335485,2.9426293,29.342995,-96.21115,twdb212,29.343,-96.212,7.755754194264412,148.07302856445312
10.0,108,338,-1.7535485,3.1226294,29.34392,-96.085754,twdb213,29.344,-96.087,8.011164467115403,150.68312072753906
10.0,108,339,-1.8235486,3.2826293,29.344746,-95.96036,twdb214,29.344,-95.962,8.399995286507608,150.9471893310547
10.0,108,340,-1.9135486,3.2526293,29.345469,-95.83495,twdb215,29.345,-95.836,8.441675407438279,149.53135681152344
